PORADI;ID_NALEZ;DRUH;CESKE_JMENO;KAT_TAX;AUTOR;DATUM_OD;DATUM_DO;CAS;ID_LOKAL;NAZ_LOKAL;SITMAP;KATASTR;X;Y;ZDROJ;NEGATIV;POCET;ODHAD;POCITANO;REL_POC;POKRYVN;PATROVITOST;KODHN;ETOLOGIE;KOMPLETNI_SEZNAM;POZNAMKA;UMIST_NAL;POP_BIOT;TAX_POZN;PROJEKT;DAT_SADA;ZAPSAL;VEROH;VALIDACE;VAL_POZN;GARANCE;GAR_POZN;VYHLASKA;EVD;REDLIST;STRUKT_POZN;CXLOKAL_POZN;CXLOKAL_Z;CXPRESNOST;DATI_INSERT;DATI_UPDATE;UPDATOR
1;64340517;Aphodius scrutator;hnojník zkoumavı;Brouci;Gaigr Jonáš;20250619;20250619;;12108294;Kunak-Strmilov, 02316;6857;Suchdol u Kunaku;-698351.5;-1156052.17;GAIGR J. (2025) Terénní zápisky - náhodná pozorování.;0;;0;;;;;;;0;v kravském trusu, pastvina, hojnì Carex sp.;;;;Mobilní sbìr dat;ND - Databáze BioLog;Gaigr Jonáš;0;vìrohodnı záznam;;Návrh validace;;;;;;;;8;20250620
2;61765356;Aphodius scrutator;hnojník zkoumavı;Brouci;Kavka Michal;20180803;20180803;;10807550;Petrovice I.;6157;Petrovice I;-683884.59;-1081818.16;Michal Kavka (2024) Vlastní nálezy.;0;10;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;vìrohodnı záznam;;Návrh validace;;;;;;;;1;20250221
3;61765139;Aphodius scrutator;hnojník zkoumavı;Brouci;Kavka Michal;20180816;20180816;;10807534;Svatá Kateøina;5957;Starı Kolín;-680383.52;-1060629.83;Michal Kavka (2024) Vlastní nálezy.;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;vìrohodnı záznam;;Návrh validace;;;;;;;;1;20250221
4;61765120;Aphodius scrutator;hnojník zkoumavı;Brouci;Kavka Michal;20180728;20180728;;10807533;Rataje nad Sázavou;6155;Rataje nad Sázavou;-708125.43;-1073806.92;Michal Kavka (2024) Vlastní nálezy.;0;5;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;vìrohodnı záznam;;Návrh validace;;;;;;;;1;20250221
5;61764287;Aphodius scrutator;hnojník zkoumavı;Brouci;Kavka Michal;20190601;20190601;;10807438;Vraník;6155;Ledeèko;-710638.05;-1074267.35;Michal Kavka (2024) Vlastní nálezy.;0;2;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;vìrohodnı záznam;;Návrh validace;;;;;;;;1;20250221
6;59910922;Aphodius scrutator;hnojník zkoumavı;Brouci;Hrùzová Lucie, Stodola Jakub, Skala Pavel;20241016;20241016;10:37;10212354;NPR Karlštejn - Pání hora;6050;Bubovice;-763133.01;-1054388.9;HRÙZOVÁ L. (2024) Terénní zápisky - náhodná pozorování.;0;;0;;;;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Hrùzová Lucie;0;vìrohodnı záznam;;Návrh validace;;;;;;;;30;20241027
7;59502908;Aphodius scrutator;hnojník zkoumavı;Brouci;Peøinková Pavlína;20190808;20190808;;10093615;Horní Vilémovice;6761;Horní Vilémovice;-648792.16;-1143785.1;Peøinková Pavlína (2019) vlastní pozorování.;0;15;0;jedinci;roztroušenì;;;;ír;0;pastvina skotu vedle rybníka;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Peøinková Pavlína;0;vìrohodnı záznam;;Návrh validace;;;;;;;;47;20240726
8;59484386;Aphodius scrutator;hnojník zkoumavı;Brouci;Peøinková Pavlína;20160929;20160929;;10089556;Tøebíèskı Èíchov;6760;Tøebíèskı Èíchov;-657642.99;-1143176.02;Peøinková Pavlína (2016) vlastní pozorování 2016.;0;2;0;jedinci;ojedinìle;;;;ír;0;;;pastviny s krávami kolem Leštinského potoka;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Peøinková Pavlína;0;vìrohodnı záznam;;Návrh validace;;;;;;;;297;20240724
9;57900530;Aphodius scrutator;hnojník zkoumavı;Brouci;Zıka Miroslav;20230902;20230902;;9679485;Køivoklát - Baba, PR Na Babì;5949;Køivoklát;-782046.3;-1044417.98;Zıka Miroslav (2024) Zpráva z inventarizaèního prùzkumu CHKO Køivoklátsko.;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z entomologického prùzkumu;Hejda Radek;0;vìrohodnı záznam;;Návrh validace;;;;;;;;1;20240315
10;57665374;Aphodius scrutator;hnojník zkoumavı;Brouci;Kopecká Monika, Kopeckı Tomáš;20230928;20230928;;9638409;PP Provodínské kameny;5353;Provodín;-721458.49;-985092.38;KOPECKİ T., KOPECKÁ M. (2023) Inventarizace vybranıch druhù saproxylofágního hmyzu a epigeickıch predátorù na území PP Provodínské kameny 2023: Závìreèná zpráva. Jablonné nad Orlicí. Manuskript. 16 s. Archivuje Ústøední seznam ochrany pøírody, AOPK ÈR, Praha.;0;5;0;jedinci;;;;;;0;;;;;OP MapInv: Inventarizace MZCHÚ;Data z projektu: Inventarizace MZCHÚ;Raèanskı Zdenìk;0;;;;;;;;;;;1;20240206
11;57607832;Aphodius scrutator;hnojník zkoumavı;Brouci;Jiøí Januš, Zdenìk Chalupa;20231025;20231025;;9620507;Nibor;6050;Nibor;-774161.69;-1050176.91;CHALUPA Z. (2024) Terénní zápisky - náhodná pozorování.;0;;0;imaga;hojnì;;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Chalupa Zdenìk;0;vìrohodnı záznam;;Návrh validace;;;;;;;;30;20240119;20240118;14275
12;57580346;Aphodius scrutator;hnojník zkoumavı;Brouci;Peøinková Pavlína;20230924;20230924;;9614026;Pocoucov, louka pod PP Syenitové skály;6761;Pocoucov;-649488.31;-1149517.98;Peøinková Pavlína (2023) vlastní pozorování 2023.;0;10;0;imaga;roztroušenì;;;;ír;0;;;pastvina skotu;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Peøinková Pavlína;0;;;;;;;;;;;30;20240109
13;57175366;Aphodius scrutator;hnojník zkoumavı;Brouci;Gaigr Jonáš, Kušnírová Tereza;20231007;20231007;;9522984;Milovice, pod Benáteckım vrchem;5755;Lipník;-706938.11;-1026035.74;GAIGR J. (2023) Terénní zápisky - náhodná pozorování.;0;;0;;;;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Gaigr Jonáš;0;vìrohodnı záznam;;Návrh validace;;;;;;;;8;20231017
14;57155666;Aphodius scrutator;hnojník zkoumavı;Brouci;Gaigr Jonáš;20231001;20231001;;9508791;Daòkov;6144;Okrouhlé Hradištì;-846375.64;-1053956.35;GAIGR J. (2023) Terénní zápisky - náhodná pozorování.;0;;0;;;;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Gaigr Jonáš;0;vìrohodnı záznam;;Návrh validace;;;;;;;;4;20231002;20231001;27831
15;57149201;Aphodius scrutator;hnojník zkoumavı;Brouci;Peøinková Pavlína;20230924;20230924;;9504762;PP Ptáèovské rybníky, nad ryb. Novı ptáèovskı;6761;Ptáèov;-647707.59;-1150884.15;Peøinková Pavlína (2023) vlastní pozorování 2023.;0;7;0;imaga;roztroušenì;;;;ír;0;pastvina skotu;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Peøinková Pavlína;0;;;;;;;;;;;107;20230925
